Entry	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (primary)	Mass	Annotation	Reviewed	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs
P69367	MDTH_ECOLI	Multidrug resistance protein MdtH	mdtH yceL b1065 JW1052	Escherichia coli (strain K12)	402	mdtH	44363	3.0	reviewed	response to antibiotic [GO:0046677]	plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; response to antibiotic [GO:0046677]	transmembrane transporter activity [GO:0022857]	GO:0005886; GO:0022857; GO:0046677
P69789	PTXB_ECOLI	Phosphotransferase enzyme IIB component GlvB (EC 2.7.1.-) (PTS system EIIB component)	glvB glvC yidN b3682 JW3659	Escherichia coli (strain K12)	161	glvB	17626	3.0	reviewed	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; kinase activity [GO:0016301]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	kinase activity [GO:0016301]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]	GO:0005886; GO:0008982; GO:0009401; GO:0016301
P69808	PTFB1_ECOLI	PTS system fructose-like EIIB component 1 (EC 2.7.1.202) (Fructose-like phosphotransferase enzyme IIB component 1)	fryB ypdH b2387 JW5389	Escherichia coli (strain K12)	108	fryB	11735	3.0	reviewed	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; kinase activity [GO:0016301]; protein-N(PI)-phosphohistidine-fructose phosphotransferase system transporter activity [GO:0022877]; protein-phosphocysteine-D-fructose-phosphotransferase system transporter activity [GO:0090582]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	kinase activity [GO:0016301]; protein-N(PI)-phosphohistidine-fructose phosphotransferase system transporter activity [GO:0022877]; protein-phosphocysteine-D-fructose-phosphotransferase system transporter activity [GO:0090582]	GO:0005737; GO:0009401; GO:0016301; GO:0022877; GO:0090582
P69816	PTFB2_ECOLI	PTS system fructose-like EIIB component 2 (EC 2.7.1.202) (Fructose-like phosphotransferase enzyme IIB component 2)	frwB yijK b3950 JW3922	Escherichia coli (strain K12)	106	frwB	11248	3.0	reviewed	fructose import across plasma membrane [GO:1990539]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	cytoplasm [GO:0005737]; transmembrane transporter complex [GO:1902495]	cytoplasm [GO:0005737]; transmembrane transporter complex [GO:1902495]; kinase activity [GO:0016301]; protein-N(PI)-phosphohistidine-fructose phosphotransferase system transporter activity [GO:0022877]; protein-phosphocysteine-D-fructose-phosphotransferase system transporter activity [GO:0090582]; fructose import across plasma membrane [GO:1990539]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	kinase activity [GO:0016301]; protein-N(PI)-phosphohistidine-fructose phosphotransferase system transporter activity [GO:0022877]; protein-phosphocysteine-D-fructose-phosphotransferase system transporter activity [GO:0090582]	GO:0005737; GO:0009401; GO:0016301; GO:0022877; GO:0090582; GO:1902495; GO:1990539
P69824	PTMA_ECOLI	Mannitol-specific cryptic phosphotransferase enzyme IIA component (EIIA-Mtl) (EIII-Mtl) (PTS system mannitol-specific EIIA component)	cmtB b2934 JW2901	Escherichia coli (strain K12)	147	cmtB	16046	3.0	reviewed	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; kinase activity [GO:0016301]; protein-phosphocysteine-L-ascorbate-phosphotransferase system transporter activity [GO:0090585]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	kinase activity [GO:0016301]; protein-phosphocysteine-L-ascorbate-phosphotransferase system transporter activity [GO:0090585]	GO:0005737; GO:0009401; GO:0016301; GO:0090585
P69826	PTMCB_ECOLI	PTS system mannitol-specific cryptic EIICB component (EIICB-Mtl) (EII-Mtl) [Includes: Mannitol permease IIC component (PTS system mannitol-specific EIIC component); Mannitol-specific phosphotransferase enzyme IIB component (EC 2.7.1.197) (PTS system mannitol-specific EIIB component)]	cmtA b2933 JW2900	Escherichia coli (strain K12)	462	cmtA	48971	3.0	reviewed	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; kinase activity [GO:0016301]; protein-N(PI)-phosphohistidine-mannitol phosphotransferase system transmembrane transporter activity [GO:0022872]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	kinase activity [GO:0016301]; protein-N(PI)-phosphohistidine-mannitol phosphotransferase system transmembrane transporter activity [GO:0022872]	GO:0005886; GO:0009401; GO:0016301; GO:0022872
P71298	INTF_ECOLI	Prophage integrase IntF (Putative prophage CP4-6 integrase)	intF yagO b0281 JW0275	Escherichia coli (strain K12)	466	intF	53074	3.0	reviewed	DNA recombination [GO:0006310]; provirus excision [GO:0032359]; response to X-ray [GO:0010165]; symbiont entry into host cell [GO:0046718]; viral genome integration into host DNA [GO:0044826]		DNA binding [GO:0003677]; prophage integrase activity [GO:0008979]; DNA recombination [GO:0006310]; provirus excision [GO:0032359]; response to X-ray [GO:0010165]; symbiont entry into host cell [GO:0046718]; viral genome integration into host DNA [GO:0044826]	DNA binding [GO:0003677]; prophage integrase activity [GO:0008979]	GO:0003677; GO:0006310; GO:0008979; GO:0010165; GO:0032359; GO:0044826; GO:0046718
P71301	ECPR_ECOLI	HTH-type transcriptional regulator EcpR	ecpR matA ykgK b0294 JW5031	Escherichia coli (strain K12)	196	ecpR	23274	3.0	reviewed	regulation of bacterial-type flagellum-dependent cell motility [GO:1902021]; regulation of DNA-templated transcription [GO:0006355]	cytoplasm [GO:0005737]; transcription regulator complex [GO:0005667]	cytoplasm [GO:0005737]; transcription regulator complex [GO:0005667]; DNA binding [GO:0003677]; regulation of bacterial-type flagellum-dependent cell motility [GO:1902021]; regulation of DNA-templated transcription [GO:0006355]	DNA binding [GO:0003677]	GO:0003677; GO:0005667; GO:0005737; GO:0006355; GO:1902021
P75683	YAGG_ECOLI	Putative glycoside/cation symporter YagG	yagG b0270 JW0263	Escherichia coli (strain K12)	460	yagG	50632	3.0	reviewed	carbohydrate transport [GO:0008643]; sodium ion transport [GO:0006814]; transmembrane transport [GO:0055085]	plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; symporter activity [GO:0015293]; carbohydrate transport [GO:0008643]; sodium ion transport [GO:0006814]; transmembrane transport [GO:0055085]	symporter activity [GO:0015293]	GO:0005886; GO:0006814; GO:0008643; GO:0015293; GO:0055085
P75685	RCLC_ECOLI	Inner membrane protein RclC (Reactive chlorine resistance protein C)	rclC ykgB b0301 JW5038	Escherichia coli (strain K12)	197	rclC	21899	3.0	reviewed	response to hypochlorite [GO:1901530]	plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; response to hypochlorite [GO:1901530]		GO:0005886; GO:1901530
P75687	RCLB_ECOLI	Uncharacterized protein RclB (Reactive chlorine resistance protein B)	rclB ykgI b0303 JW5039	Escherichia coli (strain K12)	78	rclB	8472	3.0	reviewed	response to hypochlorite [GO:1901530]; response to stress [GO:0006950]	periplasmic space [GO:0042597]	periplasmic space [GO:0042597]; response to hypochlorite [GO:1901530]; response to stress [GO:0006950]		GO:0006950; GO:0042597; GO:1901530
P75715	SFMH_ECOLI	Uncharacterized fimbrial-like protein SfmH	sfmH b0533 JW5071	Escherichia coli (strain K12)	327	sfmH	35696	3.0	reviewed	cell adhesion [GO:0007155]; cell adhesion involved in single-species biofilm formation [GO:0043709]	pilus [GO:0009289]	pilus [GO:0009289]; D-mannose binding [GO:0005537]; cell adhesion [GO:0007155]; cell adhesion involved in single-species biofilm formation [GO:0043709]	D-mannose binding [GO:0005537]	GO:0005537; GO:0007155; GO:0009289; GO:0043709
P75733	CHIP_ECOLI	Chitoporin (ChiP-III)	chiP ybfM b0681 JW0667	Escherichia coli (strain K12)	468	chiP	52780	3.0	reviewed	diacetylchitobiose metabolic process [GO:0052778]; monoatomic ion transport [GO:0006811]; oligosaccharide transport [GO:0015772]; polysaccharide transport [GO:0015774]	cell outer membrane [GO:0009279]; pore complex [GO:0046930]	cell outer membrane [GO:0009279]; pore complex [GO:0046930]; channel activity [GO:0015267]; porin activity [GO:0015288]; diacetylchitobiose metabolic process [GO:0052778]; monoatomic ion transport [GO:0006811]; oligosaccharide transport [GO:0015772]; polysaccharide transport [GO:0015774]	channel activity [GO:0015267]; porin activity [GO:0015288]	GO:0006811; GO:0009279; GO:0015267; GO:0015288; GO:0015772; GO:0015774; GO:0046930; GO:0052778
P75736	YBFF_ECOLI	Esterase YbfF (EC 3.1.-.-)	ybfF b0686 JW0673	Escherichia coli (strain K12)	254	ybfF	28437	3.0	reviewed		cytosol [GO:0005829]	cytosol [GO:0005829]; carboxylesterase activity [GO:0106435]; thiolester hydrolase activity [GO:0016790]	carboxylesterase activity [GO:0106435]; thiolester hydrolase activity [GO:0016790]	GO:0005829; GO:0016790; GO:0106435
P75742	DTPD_ECOLI	Dipeptide permease D	dtpD ybgH b0709 JW0699	Escherichia coli (strain K12)	493	dtpD	54159	3.0	reviewed	dipeptide transmembrane transport [GO:0035442]; protein transport [GO:0015031]	plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; dipeptide transmembrane transporter activity [GO:0071916]; peptide:proton symporter activity [GO:0015333]; tripeptide transmembrane transporter activity [GO:0042937]; dipeptide transmembrane transport [GO:0035442]; protein transport [GO:0015031]	dipeptide transmembrane transporter activity [GO:0071916]; peptide:proton symporter activity [GO:0015333]; tripeptide transmembrane transporter activity [GO:0042937]	GO:0005886; GO:0015031; GO:0015333; GO:0035442; GO:0042937; GO:0071916
P75745	PXPC_ECOLI	5-oxoprolinase subunit C (5-OPase subunit C) (EC 3.5.2.9) (5-oxoprolinase (ATP-hydrolyzing) subunit C)	pxpC ybgK b0712 JW0702	Escherichia coli (strain K12)	310	pxpC	34386	3.0	reviewed		cytosol [GO:0005829]	cytosol [GO:0005829]; 5-oxoprolinase (ATP-hydrolyzing) activity [GO:0017168]; ATP binding [GO:0005524]	5-oxoprolinase (ATP-hydrolyzing) activity [GO:0017168]; ATP binding [GO:0005524]	GO:0005524; GO:0005829; GO:0017168
P75746	PXPA_ECOLI	5-oxoprolinase subunit A (5-OPase subunit A) (EC 3.5.2.9) (5-oxoprolinase (ATP-hydrolyzing) subunit A)	pxpA ybgL b0713 JW0703	Escherichia coli (strain K12)	244	pxpA	25800	3.0	reviewed	carbohydrate metabolic process [GO:0005975]		5-oxoprolinase (ATP-hydrolyzing) activity [GO:0017168]; ATP binding [GO:0005524]; carbohydrate metabolic process [GO:0005975]	5-oxoprolinase (ATP-hydrolyzing) activity [GO:0017168]; ATP binding [GO:0005524]	GO:0005524; GO:0005975; GO:0017168
P75749	YBGP_ECOLI	Uncharacterized fimbrial chaperone YbgP	ybgP b0717 JW0707	Escherichia coli (strain K12)	242	ybgP	26954	3.0	reviewed	cell wall organization [GO:0071555]; chaperone-mediated protein folding [GO:0061077]; protein folding [GO:0006457]	outer membrane-bounded periplasmic space [GO:0030288]	outer membrane-bounded periplasmic space [GO:0030288]; protein folding chaperone [GO:0044183]; cell wall organization [GO:0071555]; chaperone-mediated protein folding [GO:0061077]; protein folding [GO:0006457]	protein folding chaperone [GO:0044183]	GO:0006457; GO:0030288; GO:0044183; GO:0061077; GO:0071555
P75757	ZITB_ECOLI	Zinc transporter ZitB	zitB ybgR b0752 JW0735	Escherichia coli (strain K12)	313	zitB	34678	3.0	reviewed	zinc ion transmembrane transport [GO:0071577]; zinc ion transport [GO:0006829]	plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; zinc ion transmembrane transporter activity [GO:0005385]; zinc ion transmembrane transport [GO:0071577]; zinc ion transport [GO:0006829]	zinc ion transmembrane transporter activity [GO:0005385]	GO:0005385; GO:0005886; GO:0006829; GO:0071577
P75777	YBHG_ECOLI	UPF0194 membrane protein YbhG	ybhG b0795 JW0779	Escherichia coli (strain K12)	332	ybhG	36416	3.0	reviewed	response to antibiotic [GO:0046677]	periplasmic space [GO:0042597]; plasma membrane [GO:0005886]	periplasmic space [GO:0042597]; plasma membrane [GO:0005886]; response to antibiotic [GO:0046677]		GO:0005886; GO:0042597; GO:0046677
P75782	RLMF_ECOLI	Ribosomal RNA large subunit methyltransferase F (EC 2.1.1.181) (23S rRNA mA1618 methyltransferase) (rRNA adenine N-6-methyltransferase)	rlmF ybiN b0807 JW5107	Escherichia coli (strain K12)	308	rlmF	34226	3.0	reviewed	rRNA base methylation [GO:0070475]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; 23S rRNA (adenine(1618)-N(6))-methyltransferase activity [GO:0052907]; rRNA base methylation [GO:0070475]	23S rRNA (adenine(1618)-N(6))-methyltransferase activity [GO:0052907]	GO:0005737; GO:0052907; GO:0070475
P75785	OPGE_ECOLI	Phosphoethanolamine transferase OpgE (EC 2.7.-.-)	opgE ybiP b0815 JW0800	Escherichia coli (strain K12)	527	opgE	59706	3.0	reviewed	lipopolysaccharide core region biosynthetic process [GO:0009244]; osmoregulated periplasmic glucan biosynthetic process [GO:1900727]	plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; phosphotransferase activity, phosphate group as acceptor [GO:0016776]; lipopolysaccharide core region biosynthetic process [GO:0009244]; osmoregulated periplasmic glucan biosynthetic process [GO:1900727]	phosphotransferase activity, phosphate group as acceptor [GO:0016776]	GO:0005886; GO:0009244; GO:0016776; GO:1900727
P75794	PFLE_ECOLI	Putative pyruvate formate-lyase 3-activating enzyme (EC 1.97.1.4) (Formate-C-acetyltransferase-activating enzyme 3) (PFL-activating enzyme 3)	ybiY b0824 JW0808	Escherichia coli (strain K12)	299	ybiY	33038	3.0	reviewed		cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; [formate-C-acetyltransferase]-activating enzyme activity [GO:0043365]; metal ion binding [GO:0046872]	4 iron, 4 sulfur cluster binding [GO:0051539]; [formate-C-acetyltransferase]-activating enzyme activity [GO:0043365]; metal ion binding [GO:0046872]	GO:0005737; GO:0043365; GO:0046872; GO:0051539
P75799	GSID_ECOLI	Glutathione transport system permease protein GsiD	gsiD yliD b0832 JW0816	Escherichia coli (strain K12)	303	gsiD	33238	3.0	reviewed	glutathione transmembrane transport [GO:0034775]	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [GO:0055052]; membrane [GO:0016020]; plasma membrane [GO:0005886]	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [GO:0055052]; membrane [GO:0016020]; plasma membrane [GO:0005886]; dipeptide transmembrane transporter activity [GO:0071916]; glutathione transmembrane transporter activity [GO:0034634]; glutathione transmembrane transport [GO:0034775]	dipeptide transmembrane transporter activity [GO:0071916]; glutathione transmembrane transporter activity [GO:0034634]	GO:0005886; GO:0016020; GO:0034634; GO:0034775; GO:0055052; GO:0071916
P75800	PDEI_ECOLI	Probable cyclic di-GMP phosphodiesterase PdeI (EC 3.1.4.52)	pdeI yliE b0833 JW0817	Escherichia coli (strain K12)	782	pdeI	90049	3.0	reviewed	regulation of single-species biofilm formation [GO:1900190]	plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; cyclic-guanylate-specific phosphodiesterase activity [GO:0071111]; regulation of single-species biofilm formation [GO:1900190]	cyclic-guanylate-specific phosphodiesterase activity [GO:0071111]	GO:0005886; GO:0071111; GO:1900190
P75811	RCDA_ECOLI	HTH-type transcriptional regulator RcdA (Regulator of csgD)	rcdA ybjK b0846 JW5114	Escherichia coli (strain K12)	178	rcdA	20307	3.0	reviewed	DNA-templated transcription [GO:0006351]; positive regulation of DNA-templated transcription [GO:0045893]		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-templated transcription [GO:0006351]; positive regulation of DNA-templated transcription [GO:0045893]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0006351; GO:0045893
P75817	RLMC_ECOLI	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC (EC 2.1.1.189) (23S rRNA(m5U747)-methyltransferase)	rlmC rumB ybjF b0859 JW0843	Escherichia coli (strain K12)	375	rlmC	41956	3.0	reviewed	rRNA base methylation [GO:0070475]		4 iron, 4 sulfur cluster binding [GO:0051539]; iron ion binding [GO:0005506]; rRNA (uridine) methyltransferase activity [GO:0016436]; rRNA (uridine-C5-)-methyltransferase activity [GO:0070041]; rRNA base methylation [GO:0070475]	4 iron, 4 sulfur cluster binding [GO:0051539]; iron ion binding [GO:0005506]; rRNA (uridine) methyltransferase activity [GO:0016436]; rRNA (uridine-C5-)-methyltransferase activity [GO:0070041]	GO:0005506; GO:0016436; GO:0051539; GO:0070041; GO:0070475
P75826	LYSO_ECOLI	Lysine exporter LysO (Lys outward permease)	lysO ybjE b0874 JW0858	Escherichia coli (strain K12)	299	lysO	32340	3.0	reviewed	L-lysine transmembrane transport [GO:1903401]	plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; L-lysine efflux transmembrane transporter activity [GO:0015661]; L-lysine transmembrane transport [GO:1903401]	L-lysine efflux transmembrane transporter activity [GO:0015661]	GO:0005886; GO:0015661; GO:1903401
P75838	YCAO_ECOLI	Ribosomal protein S12 methylthiotransferase accessory factor YcaO	ycaO b0905 JW0888	Escherichia coli (strain K12)	586	ycaO	65652	3.0	reviewed		cytosol [GO:0005829]	cytosol [GO:0005829]; ATP diphosphatase activity [GO:0047693]; magnesium ion binding [GO:0000287]	ATP diphosphatase activity [GO:0047693]; magnesium ion binding [GO:0000287]	GO:0000287; GO:0005829; GO:0047693
